domain,actionSource,sourceVmUuid,dynUserGroupName,parentSessionId,destinationDeviceOsVersion,linkChangeCount,sctpAssociationId,sourceDeviceOsVersion,sourceHostName,error2,subcategoryOfApp,ipProtocol,destinationDeviceCategory,tags,dgHierarchyLevel1,uuidForRule,linkSwitches,bytesSent,tunnelIdImsi,@timestamp,nssaiSd,destinationPort,destinationCountry,configVersion,sanctionedStateOfApp,tunnel,packetsSent,sourceDynamicAddressGroup,sessionId,http2Connection,sdwanCluster,packets,sctpChunks,generateTime,clusterName,sdwanSite,destinationUser,syslog_domain,timeLogged,deviceName,sessionEndReason,@version,host,sourceDeviceModel,technologyOfApp,flowType,actionFlags,parentSessionStartTime,bytesReceived,repeatCount,sourcePort,dgHierarchyLevel3,error1,packetsReceived,saasOfApp,sourceDeviceOsFamily,destinationZone,sdwanDeviceType,outboundInterface,podNamespace,serial,tunneledApp,inboundInterface,virtualSystem,sourceDeviceVendor,sctpChunksSent,xffAddress,rule,sessionOwner,category,logAction,sequenceNumber,new_domain,sourceZone,elapsedTimeSec,action,dgHierarchyLevel2,natDestinationIp,destinationAddress,nssaiSst,destinationDynamicAddressGroup,sourceExternalDynamicList,sourceUser,sourceDeviceCategory,receiveTime,characteristicOfApp,sourceMacAddress,policyId,sctpChunksReceived,virtualSystemName,flags,containerOfApp,destinationHostName,destinationDeviceProfile,riskOfApp,offloaded,application,destinationDeviceOsFamily,natDestinationPort,logType,destinationDeviceModel,destinationMacAddress,sdwanClusterType,bytes,destinationVmUuid,highResTimestamp,serialNumber,startTime,dgHierarchyLevel4,sourceDeviceProfile,sourceCountry,hostId,podName,original_domain,sourceAddress,destinationExternalDynamicList,containerId,destinationDeviceVendor,threatContentType,natSourceIp,monitorTagImei,natSourcePort
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2516,0,2024-12-27T20:44:07.742Z,,443,Korea Republic Of,2817,no,N/A,,,296263,0,,43,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,59104,0,7444489203827593577,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15654,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:50,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,59104
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:07.742Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593580,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:07,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:44:06,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,icmp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,294,0,2024-12-27T20:44:07.741Z,,0,192.168.0.0-192.168.255.255,2817,no,N/A,,,295111,0,,6,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,3,1,192.168.200.252,,general-internet,0,0x8000000000000000,,294,3,27159,0,7444489203827593571,3,untunneled,,trust,,ae1,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,0.0.0.0,192.168.200.1,,,,,,2024/12/28 05:44:07,2,,,0,0,0x100019,"has-known-vulnerability,tunnel-other-application,pervasive-use",,,network-protocol,no,ping,,0,TRAFFIC,,,,588,,2024-12-28T05:44:07.855+09:00,,2024/12/28 05:43:51,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.254,,,,end,0.0.0.0,,0
<14>Dec 28 05:44:07 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2670,0,2024-12-27T20:44:07.741Z,,443,Korea Republic Of,2817,no,N/A,,,295971,0,,44,0,2024/12/28 05:44:07,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:07,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,44196,0,7444489203827593572,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:07,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15808,,2024-12-28T05:44:07.856+09:00,,2024/12/28 05:43:47,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,44196
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",tcp-fin,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1229,0,2024-12-27T20:44:02.743Z,,443,European Union,2817,no,N/A,,,294969,0,,23,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,11,1,192.168.200.252,,networking,0,0x8000000000000000,,7103,1,52736,0,7444489203827593566,12,ssl,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,trust,109,allow,0,20.50.73.13,20.50.73.13,,,,,,2024/12/28 05:44:02,4,,,0,0,0x40047a,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,443,TRAFFIC,,,,8332,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:41:57,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.31,,,,end,118.128.43.82,,37130
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2795,0,2024-12-27T20:44:02.743Z,,443,Korea Republic Of,2817,no,N/A,,,293633,0,,44,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,41302,0,7444489203827593568,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15933,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:46,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,41302
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",aged-out,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1564,0,2024-12-27T20:44:02.743Z,,5060,Korea Republic Of,2817,no,N/A,,,294316,0,,5,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,3,1,192.168.200.252,,unknown,0,0x8000000000000000,,1437,1,5060,0,7444489203827593569,2,insufficient-data,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,any,PaloLog-forward,,,trust,0,allow,0,210.207.255.47,210.207.255.47,,,,,,2024/12/28 05:44:02,1,,,0,0,0x400019,,,,unknown,no,insufficient-data,,5060,TRAFFIC,,,,3001,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:32,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.200.209,,,,end,118.128.43.82,,27650
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:02.743Z,,7062,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38059,0,7444489203827593567,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:02,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:44:01,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.188.132,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2758,0,2024-12-27T20:44:02.742Z,,443,Korea Republic Of,2817,no,N/A,,,295812,0,,44,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,38386,0,7444489203827593562,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15896,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:45,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,38386
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2550,0,2024-12-27T20:44:02.742Z,,443,Korea Republic Of,2817,no,N/A,,,275264,0,,43,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,35324,0,7444489203827593563,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15688,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:45,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,35324
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",tcp-fin,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1229,0,2024-12-27T20:44:02.742Z,,443,European Union,2817,no,N/A,,,292718,0,,23,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,11,1,192.168.200.252,,networking,0,0x8000000000000000,,7103,1,49951,0,7444489203827593565,12,ssl,,untrust,,ethernet1/2,,023201001129,,ae1,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,trust,105,allow,0,20.50.73.13,20.50.73.13,,,,,,2024/12/28 05:44:02,4,,,0,0,0x40047a,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,443,TRAFFIC,,,,8332,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:42:01,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.199.35,,,,end,118.128.43.82,,26927
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2732,0,2024-12-27T20:44:02.741Z,,443,Korea Republic Of,2817,no,N/A,,,295629,0,,44,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,57884,0,7444489203827593559,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15870,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:43,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,57884
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,encrypted-tunnel,tcp,,"[""_dateparsefailure""]",tcp-rst-from-server,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,6115,0,2024-12-27T20:44:02.741Z,,443,United Kingdom,2817,no,N/A,,,296381,0,,40,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,24,1,192.168.200.252,,networking,0,0x8000000000000000,,22517,1,55146,0,7444489203827593560,16,ssl,,untrust,,ethernet1/2,,023201001129,,ae2,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,SERVER,6,allow,0,185.125.188.58,185.125.188.58,,,,,,2024/12/28 05:44:02,4,,,0,0,0x40047a,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,ssl,,443,TRAFFIC,,,,28632,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:39,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.13,,,,end,118.128.43.82,,62936
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2849,0,2024-12-27T20:44:02.741Z,,443,Korea Republic Of,2817,no,N/A,,,293682,0,,45,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,60674,0,7444489203827593561,31,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15987,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:44,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,60674
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,tcp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:44:02.740Z,,4200,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,52219,0,7444489203827593556,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:44:02,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:57,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,121.154.133.174,,,,drop,0.0.0.0,,0
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,email,tcp,,"[""_dateparsefailure""]",tcp-rst-from-server,dbd7a6c6-ca36-4398-80b3-5bab8fa733c2,,1751,0,2024-12-27T20:44:02.740Z,,993,Korea Republic Of,2817,yes,N/A,,,295041,0,,30,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,15,1,192.168.200.252,,saas,0,0x8000000000000000,,6338,1,46314,0,7444489203827593558,15,naver-mail,,untrust,,ethernet1/2,,023201001129,,ae2,vsys1,,0,,ALLOW-OUTBOUND,,license-expired,PaloLog-forward,,,SERVER,0,allow,0,125.209.238.153,125.209.238.153,,,,,,2024/12/28 05:44:02,3,,,0,0,0x40047a,"able-to-transfer-file,has-known-vulnerability,pervasive-use,is-saas,no-certifications",,,browser-based,no,naver-mail,,993,TRAFFIC,,,,8089,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:43,0,,192.168.0.0-192.168.255.255,,,VISION-SEOUL-FW.seoulfw 1,192.168.100.170,,,,end,118.128.43.82,,53053
<14>Dec 28 05:44:02 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2755,0,2024-12-27T20:44:02.740Z,,443,Korea Republic Of,2817,no,N/A,,,295208,0,,44,0,2024/12/28 05:44:02,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:44:02,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,55250,0,7444489203827593557,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:44:02,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15893,,2024-12-28T05:44:02.855+09:00,,2024/12/28 05:43:42,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,55250
<14>Dec 28 05:43:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,unknown,udp,,"[""_dateparsefailure""]",policy-deny,e90cbdfb-a61c-4c37-92ea-1fc8d7cd4431,,60,0,2024-12-27T20:43:57.742Z,,63588,Korea Republic Of,2817,no,N/A,,,0,0,,1,0,2024/12/28 05:43:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:43:57,VISION-SEOUL-FW,0,1,192.168.200.252,,unknown,0,0x8000000000000000,,0,1,38616,0,7444489203827593552,1,not-applicable,,untrust,,,,023201001129,,ethernet1/2,vsys1,,0,,intrazone-default,,any,PaloLog-forward,,,untrust,0,deny,0,0.0.0.0,118.128.43.82,,,,,,2024/12/28 05:43:57,1,,,0,0,0x0,,,,unknown,no,not-applicable,,0,TRAFFIC,,,,60,,2024-12-28T05:43:57.855+09:00,,2024/12/28 05:43:56,0,,Korea Republic Of,,,VISION-SEOUL-FW.seoulfw 1,110.45.192.90,,,,drop,0.0.0.0,,0
<14>Dec 28 05:43:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2733,0,2024-12-27T20:43:57.742Z,,443,Korea Republic Of,2817,no,N/A,,,295776,0,,44,0,2024/12/28 05:43:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:43:57,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,52640,0,7444489203827593553,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:43:57,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15871,,2024-12-28T05:43:57.855+09:00,,2024/12/28 05:43:41,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,52640
<14>Dec 28 05:43:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2812,0,2024-12-27T20:43:57.742Z,,443,Korea Republic Of,2817,no,N/A,,,296065,0,,44,0,2024/12/28 05:43:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:43:57,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,49606,0,7444489203827593555,30,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:43:57,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15950,,2024-12-28T05:43:57.855+09:00,,2024/12/28 05:43:41,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,49606
<14>Dec 28 05:43:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2508,0,2024-12-27T20:43:57.741Z,,443,Korea Republic Of,2817,no,N/A,,,296160,0,,42,0,2024/12/28 05:43:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:43:57,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,38188,0,7444489203827593546,28,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:43:57,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15646,,2024-12-28T05:43:57.855+09:00,,2024/12/28 05:43:38,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,38188
<14>Dec 28 05:43:57 VISION-SEOUL-FW.seoulfw 1,from-policy,,,0,,0,0,,,,internet-utility,tcp,,"[""_dateparsefailure""]",tcp-fin,8b168a38-7dd9-4435-8188-4d9dc014666e,,2546,0,2024-12-27T20:43:57.741Z,,443,Korea Republic Of,2817,no,N/A,,,295150,0,,43,0,2024/12/28 05:43:57,NonProxyTraffic,,,VISION-SEOUL-FW.seoulfw 1,2024/12/28 05:43:57,VISION-SEOUL-FW,14,1,192.168.200.252,,general-internet,0,0x8000000000000000,,13138,1,44020,0,7444489203827593547,29,web-browsing,,untrust,,ethernet1/2,,023201001129,,ethernet1/2,vsys1,,0,,Allow-Global-Protect-Portal,,license-expired,PaloLog-forward,,,untrust,1,allow,0,118.128.43.82,118.128.43.82,,,,,,2024/12/28 05:43:57,4,,,0,0,0x140201c,"used-by-malware,able-to-transfer-file,has-known-vulnerability,tunnel-other-application,pervasive-use",,,browser-based,no,web-browsing,,20077,TRAFFIC,,,,15684,,2024-12-28T05:43:57.855+09:00,,2024/12/28 05:43:39,0,,Bulgaria,,,VISION-SEOUL-FW.seoulfw 1,31.13.224.202,,,,end,31.13.224.202,,44020
